reason_code,network,has_3ds_auth,has_delivery_proof,has_avs_cvv_match,has_ip_device_fingerprint,has_prior_comms,has_signed_receipt,has_usage_logs,days_remaining,days_since_transaction,repeat_dispute_count,transaction_amount_inr,merchant_category,evidence_completeness_score,outcome
rupay_1085,rupay,1,0,0,0,1,1,0,9,53,0,1810.07,healthcare,2,1
mc_4855,mc,0,0,1,1,1,1,0,11,111,0,3893.31,travel,1,1
disc_nan,disc,1,1,0,0,1,0,1,5,101,3,20959.55,fintech,2,1
visa_13.8,visa,1,0,0,1,0,1,0,45,120,1,235.76,retail,0,0
disc_DP,disc,1,0,0,0,0,0,1,45,97,0,13797.83,fintech,2,1
mc_4841,mc,1,1,0,1,0,1,0,33,115,0,7158.79,saas,0,0
amex_C05,amex,1,1,1,1,1,0,1,9,30,0,1263.36,fintech,2,1
rupay_ru02,rupay,1,1,1,1,1,0,0,45,93,0,1161.02,ecommerce,1,0
amex_M49,amex,1,1,1,1,1,0,1,27,73,3,2624.05,healthcare,2,1
rupay_ru01,rupay,0,1,1,1,1,1,1,25,38,0,1150.14,saas,2,1
amex_F30,amex,1,1,1,1,0,0,0,33,8,0,7913.79,fintech,2,1
visa_10.1,visa,1,0,1,1,0,0,0,28,1,2,19295.15,travel,2,1
visa_10.5,visa,1,0,1,0,1,0,0,34,98,0,21520.32,fintech,1,1
amex_P05,amex,1,1,0,0,1,0,0,18,1,0,2351.44,retail,0,0
rupay_1085,rupay,1,1,0,1,0,0,0,8,101,0,3037.1,travel,0,0
mc_4871,mc,1,0,1,1,0,0,0,15,31,0,4864.28,saas,2,1
visa_11.2,visa,0,1,1,0,1,0,1,17,5,0,8181.43,fintech,2,1
visa_10.1,visa,1,1,0,0,1,0,0,1,110,2,1286.37,retail,2,1
mc_4871,mc,0,0,0,1,1,1,1,34,42,0,22763.39,travel,2,1
mc_4870,mc,1,0,1,0,0,1,1,29,12,1,1672.23,saas,2,1
visa_13.4,visa,1,0,1,0,0,0,0,16,90,0,829.46,travel,2,1
visa_13.7,visa,1,0,0,1,0,1,0,36,34,2,776.25,travel,2,1
mc_4808,mc,1,0,1,1,1,0,0,23,48,0,246.03,ecommerce,2,1
visa_13.2,visa,1,1,1,1,0,0,0,40,8,0,2092.2,travel,0,1
visa_13.8,visa,1,1,0,1,0,0,0,18,19,0,11350.91,saas,0,0
rupay_1085,rupay,1,1,1,0,1,0,0,11,78,0,3243.48,retail,2,1
rupay_1085,rupay,1,1,1,0,1,0,1,3,7,0,1902.98,ecommerce,2,1
disc_RG,disc,1,1,1,0,0,1,0,43,25,2,803.25,retail,1,0
visa_13.6,visa,1,1,0,1,1,0,0,38,95,0,1603.54,healthcare,2,1
mc_4808,mc,1,0,0,0,1,1,0,15,86,0,3988.51,fintech,2,1
disc_AP,disc,1,0,1,0,1,0,0,8,6,3,14327.32,ecommerce,1,1
rupay_1085,rupay,1,1,0,1,0,0,1,21,88,1,2723.76,healthcare,0,0
visa_10.3,visa,0,0,1,1,1,0,0,32,87,1,2035.03,saas,0,1
disc_UA,disc,1,1,1,0,1,0,0,28,30,0,8061.47,retail,1,1
rupay_ru01,rupay,1,0,0,1,0,0,0,41,70,1,2556.36,travel,1,0
visa_11.1,visa,0,0,0,0,0,0,1,1,31,0,4022.09,retail,2,0
visa_10.1,visa,0,0,0,1,0,0,0,18,36,0,6733.68,retail,2,1
visa_13.1,visa,1,1,1,0,0,0,1,36,60,2,23051.65,travel,1,0
disc_RG,disc,1,1,1,1,0,0,0,5,10,0,22330.67,ecommerce,1,1
visa_13.5,visa,0,1,1,1,0,1,0,10,8,1,10899.77,healthcare,2,1
disc_nan,disc,0,0,1,1,1,0,1,24,101,0,2507.43,travel,2,0
visa_13.5,visa,1,1,1,1,0,0,1,10,30,0,4338.07,ecommerce,2,0
mc_4837,mc,0,1,1,0,1,0,0,33,21,0,7119.8,saas,1,1
rupay_1065,rupay,0,1,1,1,1,0,0,13,9,0,34762.03,healthcare,2,1
mc_4837,mc,1,1,1,1,0,0,0,3,54,0,14487.88,retail,2,1
visa_11.3,visa,1,0,0,1,0,1,0,37,72,3,6396.73,fintech,2,0
visa_11.1,visa,1,0,0,1,0,0,1,28,105,0,4217.04,healthcare,2,1
visa_13.1,visa,0,1,0,1,0,0,1,36,79,1,787.52,ecommerce,1,1
visa_13.9,visa,0,1,0,0,1,1,1,37,60,0,12700.92,travel,2,1
rupay_1062,rupay,0,0,1,0,1,1,0,5,12,0,4113.41,fintech,1,0
visa_13.5,visa,0,0,1,1,1,1,0,24,75,8,13340.24,saas,2,1
mc_4837,mc,1,1,0,0,1,0,1,6,62,1,3530.88,saas,1,1
rupay_1085,rupay,1,1,0,0,1,1,1,7,103,0,21735.53,retail,2,1
amex_F29,amex,1,1,0,0,0,0,1,38,57,0,6461.37,healthcare,1,1
visa_10.3,visa,1,1,1,0,0,0,0,32,22,0,10224.16,ecommerce,0,1
visa_11.2,visa,1,0,1,1,1,1,1,19,3,4,13772.47,saas,2,1
mc_4808,mc,1,1,1,1,0,0,0,10,111,1,3009.24,travel,2,1
rupay_ru02,rupay,1,0,1,0,1,1,0,1,26,0,2041.95,travel,1,1
mc_4863,mc,0,0,1,0,0,0,1,24,93,1,1156.01,fintech,0,0
visa_10.1,visa,1,0,1,0,0,0,1,37,93,0,2667.38,ecommerce,2,1
mc_4871,mc,1,1,1,0,0,0,1,20,28,0,2861.11,saas,2,1
visa_12.6.1,visa,1,1,1,1,1,0,0,36,2,0,12574.75,saas,2,1
visa_13.7,visa,1,0,1,1,0,0,1,41,48,8,3565.74,travel,2,0
visa_13.7,visa,1,1,1,1,0,0,1,25,92,0,7399.2,healthcare,2,1
visa_13.6,visa,0,0,1,1,0,1,0,45,20,1,12642.39,travel,0,0
disc_IC,disc,1,1,0,0,1,1,1,45,1,0,9228.5,ecommerce,2,1
visa_11.1,visa,1,0,1,1,0,0,1,28,117,0,4939.76,healthcare,2,0
visa_12.1,visa,1,0,1,1,0,1,1,26,51,0,10675.12,travel,2,1
rupay_ru02,rupay,1,0,1,0,1,0,1,33,116,1,724.17,retail,0,0
visa_13.4,visa,0,0,1,1,0,1,0,26,92,0,931.52,saas,2,1
mc_4855,mc,1,0,1,0,0,0,1,12,40,0,1131.22,ecommerce,1,0
mc_4870,mc,1,1,1,1,1,1,0,8,8,0,1082.59,healthcare,2,1
visa_10.2,visa,0,1,1,0,0,0,0,9,104,3,6555.16,ecommerce,2,0
mc_4837,mc,1,1,1,0,1,0,1,5,92,0,16055.07,travel,1,1
rupay_1065,rupay,1,1,0,1,0,1,0,15,100,1,11744.01,travel,2,0
rupay_ru01,rupay,1,1,1,0,0,0,0,26,87,2,2379.62,ecommerce,1,1
visa_13.9,visa,1,0,1,0,1,1,1,25,83,0,13957.38,fintech,2,1
visa_11.3,visa,1,1,1,1,0,0,1,26,91,0,1995.61,fintech,2,1
mc_4834,mc,0,1,1,1,1,0,1,21,6,1,3220.6,saas,2,1
mc_4850,mc,1,1,0,1,1,0,1,29,98,0,17840.14,fintech,2,1
mc_4850,mc,1,0,1,0,0,0,0,36,5,0,1572.83,travel,2,1
mc_4808,mc,1,0,1,0,0,0,0,4,98,0,16811.84,ecommerce,2,0
visa_12.5,visa,0,0,1,1,1,0,0,23,19,0,5846.67,travel,0,0
mc_4812,mc,1,1,1,1,1,1,1,8,80,0,1689.17,saas,2,1
rupay_1062,rupay,0,1,1,1,0,0,0,25,33,0,893.14,healthcare,1,0
amex_A01,amex,0,0,0,1,1,0,1,7,116,2,15419.63,fintech,2,0
mc_4837,mc,1,0,1,1,0,0,1,42,109,0,27530.25,ecommerce,1,1
mc_4850,mc,0,0,1,1,0,0,1,41,78,0,8065.52,travel,2,1
mc_4871,mc,1,0,1,0,1,0,0,15,61,1,2153.46,fintech,2,1
rupay_1085,rupay,1,1,1,1,0,0,1,39,4,0,2216.57,retail,0,1
mc_4863,mc,0,0,1,0,1,0,0,25,80,1,137.16,fintech,0,0
mc_4834,mc,1,0,1,0,0,1,0,5,70,2,2288.05,saas,2,0
visa_13.6,visa,0,1,0,1,0,0,0,4,88,1,10469.69,healthcare,0,0
rupay_ru01,rupay,1,0,1,1,0,1,1,16,80,1,4302.47,saas,1,1
mc_4841,mc,1,1,1,0,0,0,0,28,82,0,1376.33,travel,0,0
visa_10.3,visa,1,1,1,0,1,0,1,23,6,0,10862.31,retail,0,1
visa_13.6,visa,1,1,0,0,0,1,0,13,41,1,6660.22,healthcare,0,0
rupay_1085,rupay,1,0,0,1,0,0,0,39,4,0,3126.25,ecommerce,0,1
rupay_1085,rupay,0,1,1,1,1,0,1,3,64,0,40499.91,healthcare,2,1
visa_13.6,visa,1,1,1,0,1,1,1,4,14,2,28350.33,saas,2,0
disc_UD,disc,0,1,1,1,0,0,0,9,88,0,4136.26,fintech,2,1
rupay_ru01,rupay,0,1,1,1,1,0,0,2,74,0,3447.72,travel,2,1
rupay_1085,rupay,1,1,1,0,0,0,0,36,62,0,1523.67,saas,0,0
visa_13.8,visa,1,1,0,0,0,1,1,18,77,0,2407.71,ecommerce,0,1
rupay_1085,rupay,1,1,1,0,1,0,1,13,47,1,3012.48,retail,2,1
visa_10.1,visa,0,0,1,1,0,1,0,26,116,0,7866.23,fintech,2,1
mc_4841,mc,1,1,1,0,0,0,0,2,28,0,6252.71,travel,0,0
mc_4855,mc,1,0,1,1,0,0,0,9,11,0,3536.68,saas,0,0
rupay_ru02,rupay,0,1,0,1,1,0,1,22,2,0,3776.63,retail,1,0
visa_13.5,visa,0,0,1,1,1,0,0,42,13,0,5278.8,ecommerce,2,1
visa_13.2,visa,1,0,1,0,1,1,1,36,95,1,43257.03,healthcare,2,1
rupay_1065,rupay,1,0,1,1,0,1,1,43,12,8,9500.63,retail,2,0
amex_C18,amex,1,0,0,1,0,0,0,19,21,1,18459.08,healthcare,2,1
rupay_1062,rupay,1,1,0,0,0,0,1,38,35,3,336.2,travel,1,1
rupay_1062,rupay,0,1,1,1,0,0,1,38,29,1,15644.93,retail,1,0
visa_13.9,visa,1,0,0,1,1,0,0,19,83,8,17947.4,saas,2,0
mc_4853,mc,0,1,1,1,0,0,0,17,87,0,28740.52,retail,1,1
mc_4871,mc,0,1,1,0,1,0,0,10,83,0,12344.39,ecommerce,2,1
visa_12.5,visa,0,0,1,1,0,0,1,33,62,1,5874.14,retail,0,0
visa_11.1,visa,1,0,1,0,0,0,0,7,43,2,5030.66,ecommerce,2,0
visa_13.7,visa,1,1,1,0,0,1,0,7,42,0,9188.95,saas,2,1
amex_M10,amex,1,1,1,0,0,1,0,43,24,0,9770.14,travel,2,1
disc_AA,disc,0,0,1,1,1,0,0,15,3,0,3940.58,healthcare,1,1
mc_4841,mc,0,0,1,0,0,1,0,16,115,0,22025.44,retail,0,1
visa_12.6.1,visa,0,1,0,1,0,1,1,23,95,2,6841.26,ecommerce,2,0
disc_RM,disc,0,1,0,0,1,0,1,39,13,0,30451.02,retail,2,1
mc_4812,mc,1,1,1,1,1,0,1,41,48,3,24702.21,saas,2,0
mc_4871,mc,0,0,0,1,0,1,0,13,99,0,6096.96,healthcare,2,0
rupay_1085,rupay,0,1,1,1,0,0,0,44,80,2,15711.25,retail,0,0
visa_13.3,visa,1,1,1,0,0,0,0,24,88,1,9600.1,fintech,0,0
visa_10.3,visa,0,1,1,0,1,0,0,29,31,3,15941.22,healthcare,0,0
mc_4863,mc,0,1,1,1,0,0,0,44,108,0,29626.27,healthcare,0,1
visa_10.1,visa,1,0,0,0,1,0,0,18,45,1,2027.07,saas,2,1
mc_4812,mc,0,0,1,1,1,0,0,3,3,3,12176.9,healthcare,2,0
mc_4863,mc,1,0,1,0,0,0,0,19,30,2,4789.38,retail,0,0
visa_10.5,visa,1,1,0,1,0,0,0,35,16,0,5165.32,ecommerce,1,1
rupay_1085,rupay,0,0,1,1,1,0,0,5,83,1,3394.69,retail,2,1
mc_4841,mc,0,1,0,0,1,0,1,1,83,2,2996.92,saas,2,0
visa_13.7,visa,1,0,0,1,1,0,1,24,40,2,3946.24,saas,2,1
mc_4808,mc,1,1,1,0,1,0,0,34,74,0,6023.88,saas,2,1
rupay_ru01,rupay,1,0,1,1,0,0,0,32,25,0,23592.49,healthcare,1,1
visa_11.1,visa,0,1,0,0,1,0,0,24,13,0,215.07,travel,2,1
amex_C18,amex,1,1,1,0,1,1,1,6,41,0,8192.7,retail,2,1
visa_12.6.1,visa,0,1,0,1,0,0,1,35,19,0,2821.17,healthcare,2,1
visa_13.5,visa,1,1,0,0,0,0,0,43,15,2,4225.31,fintech,2,0
amex_P08,amex,1,1,0,1,0,0,0,30,69,3,22234.54,retail,2,0
rupay_ru02,rupay,1,0,0,1,0,0,1,14,11,0,34896.78,retail,0,1
visa_11.1,visa,1,0,1,0,1,0,0,39,42,0,9875.83,healthcare,2,1
mc_4855,mc,0,0,1,0,1,1,0,7,76,0,1095.25,retail,1,1
visa_13.7,visa,1,0,1,1,0,0,0,31,8,0,26348.86,travel,2,1
visa_10.1,visa,1,1,0,0,1,0,1,27,107,0,4841.95,fintech,2,1
visa_13.1,visa,1,1,1,1,1,0,1,32,99,0,4367.96,retail,1,0
visa_13.3,visa,1,0,1,0,0,0,0,19,83,0,3730.68,saas,0,0
visa_10.4,visa,1,1,0,1,0,0,0,17,96,4,5803.57,saas,1,1
rupay_1062,rupay,1,0,1,0,1,0,0,38,93,0,20074.1,retail,1,0
disc_nan,disc,1,1,1,1,0,0,1,17,113,2,9618.27,healthcare,2,1
rupay_ru01,rupay,1,1,1,0,0,0,1,39,25,0,4484.22,fintech,1,1
visa_13.2,visa,1,1,1,1,1,0,0,6,87,2,8873.58,ecommerce,1,1
visa_10.5,visa,1,0,1,0,1,1,1,18,107,0,9035.74,fintech,1,0
rupay_1062,rupay,1,1,1,1,0,1,0,13,87,2,1801.97,saas,1,0
visa_13.4,visa,0,1,1,0,0,0,0,17,101,0,3656.97,saas,2,0
visa_10.2,visa,0,0,1,0,0,0,1,31,61,8,11101.22,travel,2,0
visa_12.5,visa,0,1,1,0,1,0,1,37,94,0,17422.44,retail,0,0
visa_10.2,visa,1,0,1,0,1,0,1,28,72,0,7068.18,healthcare,2,1
visa_12.6.1,visa,0,0,1,0,1,0,0,24,5,3,5488.38,fintech,2,0
visa_11.2,visa,0,0,1,1,0,0,0,10,27,1,6292.41,healthcare,2,1
mc_4841,mc,1,0,1,0,0,0,0,19,36,1,2760.71,fintech,0,0
mc_4855,mc,1,1,0,1,0,0,0,24,40,0,880.17,healthcare,1,0
amex_C14,amex,1,0,0,1,0,0,0,26,39,1,6337.96,ecommerce,2,1
visa_10.4,visa,0,1,0,1,0,1,0,25,101,0,17536.96,retail,1,0
amex_R03,amex,1,1,1,0,1,1,0,9,26,0,4710.25,healthcare,2,1
rupay_1062,rupay,0,1,1,1,0,0,0,42,11,0,6570.27,fintech,1,1
mc_4812,mc,1,1,1,1,0,1,1,28,108,0,1120.39,travel,2,0
visa_10.2,visa,0,1,1,1,0,1,1,27,97,0,6718.11,saas,2,1
mc_4808,mc,0,1,0,0,0,0,1,5,86,0,1608.78,ecommerce,2,1
mc_4871,mc,1,0,0,1,1,0,0,43,114,2,3476.71,retail,2,1
visa_11.1,visa,0,0,1,1,1,1,1,21,80,2,6920.12,travel,2,1
amex_F24,amex,0,0,1,0,0,0,1,27,77,3,3532.78,saas,1,0
visa_10.3,visa,1,0,1,1,1,1,0,7,6,0,15290.24,healthcare,2,1
amex_P05,amex,1,0,0,1,0,0,0,13,45,0,1636.96,fintech,0,0
visa_13.8,visa,1,0,0,0,1,0,0,31,48,0,8136.5,retail,2,1
visa_12.6.1,visa,0,1,1,0,0,0,0,20,22,0,4055.02,travel,2,1
rupay_1062,rupay,1,1,1,0,0,0,1,31,34,1,9751.51,travel,1,1
mc_4834,mc,1,0,0,1,0,0,1,41,51,1,1008.69,saas,2,1
rupay_1062,rupay,0,1,1,0,0,1,0,16,56,0,9019.03,retail,1,0
disc_CD,disc,1,1,1,0,1,0,1,10,32,0,6895.08,healthcare,2,1
mc_4853,mc,0,1,0,0,1,0,1,16,14,3,2044.01,saas,2,1
disc_IC,disc,0,0,1,1,0,0,0,15,50,1,3122.4,saas,0,1
disc_UD,disc,0,0,0,0,0,1,0,45,60,2,1640.44,retail,0,0
rupay_ru02,rupay,1,1,1,0,0,1,1,45,57,0,2470.06,ecommerce,2,1
disc_UD,disc,0,1,1,1,0,0,0,11,86,0,1488.43,travel,2,1
visa_13.8,visa,1,1,0,1,1,0,0,11,5,2,14197.0,fintech,2,0
visa_10.5,visa,0,0,0,1,1,0,0,15,95,0,2864.35,saas,1,0
amex_F14,amex,0,0,0,1,1,1,0,16,32,0,5042.76,ecommerce,2,1
amex_C02,amex,0,1,1,1,0,0,1,16,86,1,956.12,fintech,2,0
amex_A08,amex,0,1,1,1,1,1,1,21,96,0,7142.98,travel,2,1
visa_13.1,visa,0,1,1,1,1,1,0,36,74,0,2916.92,travel,1,0
amex_C02,amex,0,0,0,0,1,1,1,18,86,1,5888.88,travel,2,1
disc_CD,disc,1,1,1,0,1,1,0,19,117,1,10607.97,healthcare,2,1
visa_13.2,visa,0,1,1,1,0,0,0,2,10,0,1843.05,retail,0,0
visa_11.2,visa,0,1,1,0,0,0,0,16,44,0,1051.81,healthcare,2,1
mc_4850,mc,1,0,0,0,1,0,0,2,4,0,33097.49,ecommerce,2,0
rupay_1062,rupay,1,1,0,1,0,0,0,29,31,0,11266.33,ecommerce,1,1
mc_4871,mc,0,1,0,0,0,0,1,17,32,1,11120.68,travel,2,1
visa_13.4,visa,0,1,1,0,1,0,1,12,73,1,1584.88,healthcare,2,0
visa_10.3,visa,1,1,1,0,1,0,0,4,87,1,2676.98,healthcare,0,0
visa_13.5,visa,1,1,1,1,1,1,1,18,107,2,610.24,saas,2,0
visa_13.5,visa,1,1,1,1,0,1,0,40,59,0,400.15,healthcare,2,1
rupay_1065,rupay,1,0,1,0,0,0,1,23,45,5,21078.55,saas,2,0
rupay_ru02,rupay,1,0,1,1,1,0,0,38,90,0,16160.71,healthcare,0,0
amex_C04,amex,1,1,1,1,0,0,0,11,10,1,25682.74,saas,0,0
visa_10.1,visa,1,0,0,1,0,0,0,19,2,0,11026.84,retail,2,1
visa_13.3,visa,0,1,1,0,1,0,0,10,119,1,730.15,ecommerce,2,1
mc_4870,mc,1,1,1,1,0,0,1,11,86,0,12411.67,retail,2,1
disc_RM,disc,0,1,1,0,0,0,1,42,33,0,1685.26,ecommerce,2,1
rupay_1062,rupay,0,1,1,0,0,1,1,31,43,0,1582.56,retail,1,1
visa_13.8,visa,1,0,0,0,0,1,0,6,56,0,1318.29,saas,0,0
rupay_1065,rupay,0,0,1,0,1,0,0,25,65,0,1240.08,retail,2,1
mc_4855,mc,0,1,1,0,0,0,1,19,31,0,4913.42,travel,1,0
visa_13.7,visa,1,1,0,1,0,1,1,18,57,0,2258.25,healthcare,2,1
visa_11.3,visa,1,1,1,0,0,0,0,26,28,1,1861.96,retail,2,1
visa_12.1,visa,0,0,1,1,0,0,0,19,21,1,15687.07,travel,2,1
rupay_ru01,rupay,0,1,1,0,1,0,1,40,65,0,3112.95,travel,1,1
visa_11.2,visa,0,1,1,0,1,0,1,17,69,3,11739.75,travel,2,1
visa_11.1,visa,1,0,0,0,1,0,0,33,38,2,1811.68,ecommerce,2,1
mc_4808,mc,1,1,1,0,1,0,0,16,10,1,10653.81,healthcare,2,1
rupay_1065,rupay,1,0,1,0,0,1,0,37,23,0,756.27,healthcare,2,1
visa_12.1,visa,1,1,1,1,1,0,0,45,97,0,38061.05,fintech,2,1
visa_13.5,visa,1,1,1,1,0,0,0,38,41,8,1522.79,ecommerce,2,0
visa_10.5,visa,1,0,0,1,1,1,0,42,81,0,4754.86,saas,1,0
visa_11.1,visa,0,1,1,1,1,1,0,9,112,2,10543.79,ecommerce,2,0
rupay_1062,rupay,1,0,1,0,0,1,0,16,58,0,10990.59,travel,0,0
visa_11.1,visa,0,1,0,1,0,1,1,43,62,0,8469.0,fintech,2,1
rupay_1065,rupay,0,0,1,1,1,0,0,23,17,0,3179.31,fintech,2,1
rupay_ru01,rupay,1,0,1,1,0,0,0,44,35,0,8526.24,travel,1,1
amex_P08,amex,1,0,0,0,0,1,0,14,64,0,20740.11,travel,2,1
mc_4837,mc,0,0,1,1,0,0,0,29,111,1,155.59,travel,1,1
amex_P08,amex,1,0,1,0,1,0,0,45,39,1,2862.96,retail,2,0
disc_IC,disc,0,1,1,1,1,0,0,42,3,8,3660.57,saas,0,0
visa_10.2,visa,1,1,1,0,0,0,0,27,93,0,6857.73,retail,2,1
visa_13.1,visa,1,1,1,1,1,0,0,21,97,2,401.42,retail,1,0
visa_10.4,visa,1,1,1,1,1,0,0,27,108,0,5240.77,fintech,1,1
mc_4808,mc,0,0,1,1,1,0,1,1,112,1,4942.99,travel,2,0
mc_4871,mc,1,1,1,1,0,0,0,14,116,0,12695.1,ecommerce,2,1
rupay_1085,rupay,1,1,0,1,0,0,0,1,92,2,5503.64,saas,0,0
mc_4834,mc,1,1,1,1,0,0,0,45,108,0,12541.37,saas,2,0
visa_11.3,visa,1,0,1,1,0,0,0,2,33,1,15901.31,healthcare,2,1
disc_RM,disc,1,1,0,0,1,1,1,33,61,2,378.16,travel,2,1
rupay_ru02,rupay,1,0,0,1,1,1,0,12,23,1,4120.15,retail,1,0
rupay_ru01,rupay,0,1,0,1,0,0,0,6,114,2,1255.46,ecommerce,1,0
mc_4871,mc,1,0,1,1,1,0,1,41,111,0,2125.55,ecommerce,2,1
amex_A08,amex,0,1,1,1,0,0,0,45,80,0,9702.9,ecommerce,2,1
disc_DP,disc,1,1,0,1,1,0,0,9,68,0,1098.57,ecommerce,2,1
amex_R13,amex,1,1,1,0,1,1,0,32,98,3,11716.08,saas,2,1
visa_10.2,visa,0,1,1,0,1,0,1,9,106,0,3557.0,fintech,2,1
mc_4855,mc,1,1,0,1,1,1,1,3,42,4,871.35,healthcare,2,0
visa_10.1,visa,1,0,0,1,1,0,0,12,114,0,1321.64,ecommerce,2,1
visa_11.1,visa,1,0,0,1,0,1,0,35,65,0,4859.58,ecommerce,2,1
rupay_1085,rupay,0,1,1,1,0,1,0,21,98,0,5882.17,retail,0,0
mc_4853,mc,1,0,1,0,1,1,0,33,74,1,1361.22,healthcare,1,0
rupay_1065,rupay,1,0,1,0,0,0,0,9,57,0,4273.27,saas,2,0
rupay_1062,rupay,1,1,1,0,1,1,1,41,99,0,15004.05,travel,2,1
amex_F29,amex,1,1,1,1,0,0,0,21,12,5,8755.91,travel,2,1
mc_4834,mc,1,1,1,0,0,0,1,15,16,1,11659.29,ecommerce,2,1
visa_13.8,visa,1,0,1,1,0,1,0,22,106,0,1692.44,fintech,0,0
visa_11.1,visa,1,1,0,0,0,1,0,39,110,4,31457.09,ecommerce,2,0
rupay_1065,rupay,1,1,1,1,0,0,0,3,17,3,7784.59,retail,2,0
visa_13.7,visa,0,1,1,0,0,1,0,29,32,0,3854.93,healthcare,2,1
mc_4834,mc,1,1,1,1,1,0,0,38,60,0,708.12,fintech,2,1
mc_4870,mc,1,0,1,0,1,1,1,4,65,1,13722.82,healthcare,2,1
visa_12.6.1,visa,0,0,1,1,0,0,0,18,104,1,6091.43,retail,2,0
visa_11.2,visa,1,1,1,0,1,0,0,35,24,0,36788.05,saas,2,1
mc_4837,mc,1,0,1,1,0,0,0,15,35,1,18349.37,fintech,1,1
rupay_1065,rupay,0,1,1,1,0,0,1,19,88,0,648.64,travel,2,1
rupay_ru01,rupay,0,0,0,1,0,1,0,6,30,1,18912.9,healthcare,1,1
mc_4855,mc,0,1,1,1,1,0,1,43,73,0,2781.11,healthcare,1,0
visa_10.2,visa,1,1,0,0,0,0,0,40,8,1,2723.72,retail,2,1
amex_A08,amex,0,1,0,1,0,1,1,3,45,1,15057.86,retail,2,1
amex_C04,amex,1,0,0,1,0,0,0,25,54,0,8460.87,fintech,0,0
mc_4870,mc,1,0,0,0,0,0,1,17,19,0,4184.64,retail,2,1
disc_UA,disc,0,0,1,0,0,0,0,15,45,8,3295.62,saas,1,1
visa_12.1,visa,1,1,1,0,0,0,1,45,77,8,1624.63,travel,2,0
visa_12.5,visa,1,0,1,0,1,0,0,12,49,0,5424.75,saas,0,1
rupay_1085,rupay,0,1,1,1,0,1,1,43,108,0,416.13,retail,0,0
visa_10.4,visa,0,0,1,1,1,0,0,4,32,2,807.41,travel,1,1
visa_13.4,visa,1,0,1,0,0,0,0,2,38,0,19671.66,fintech,2,1
visa_12.5,visa,1,1,0,1,0,0,0,19,62,0,1834.55,healthcare,0,1
visa_11.2,visa,1,0,0,0,0,1,1,35,3,0,3950.25,healthcare,2,1
disc_IC,disc,1,1,0,0,1,0,0,28,58,0,7236.51,healthcare,0,0
mc_4853,mc,1,0,1,1,0,0,1,23,72,0,20783.24,ecommerce,0,0
visa_10.1,visa,1,1,0,1,0,0,1,14,80,0,21825.71,fintech,2,1
visa_10.4,visa,1,1,1,1,1,0,1,18,90,3,1862.31,saas,1,1
mc_4853,mc,1,1,0,1,0,0,1,22,79,0,21018.0,saas,1,1
amex_C02,amex,0,1,1,0,1,1,0,37,71,1,100.84,ecommerce,2,0
rupay_1065,rupay,0,1,1,1,0,0,1,10,107,2,2805.28,saas,2,0
rupay_1085,rupay,0,1,0,1,1,1,0,31,9,0,2235.16,fintech,2,1
mc_4871,mc,1,1,1,1,0,0,1,35,63,0,33947.98,fintech,2,1
visa_13.7,visa,0,1,1,0,1,1,1,11,84,0,3632.47,ecommerce,2,1
visa_13.7,visa,0,1,1,1,0,0,0,3,88,2,6841.98,healthcare,2,0
mc_4850,mc,0,0,1,1,1,0,0,35,33,2,8573.73,travel,2,1
amex_M10,amex,1,1,0,1,0,0,0,16,43,0,4523.09,travel,2,1
visa_13.2,visa,1,1,1,1,0,0,0,11,91,2,9369.94,saas,0,0
rupay_ru02,rupay,0,1,1,0,1,1,0,9,90,2,1347.97,retail,2,0
rupay_1062,rupay,1,1,0,0,1,1,0,10,26,0,12069.36,retail,2,1
amex_A08,amex,1,0,0,1,1,1,0,44,33,3,23295.38,fintech,2,1
mc_4808,mc,0,1,1,0,0,0,0,7,55,0,10783.15,healthcare,2,1
rupay_ru02,rupay,1,0,0,1,1,1,0,11,100,0,11633.49,saas,1,0
mc_4870,mc,1,1,1,0,1,1,0,8,76,3,5349.06,ecommerce,2,1
mc_4855,mc,1,0,1,0,0,0,0,17,86,0,6739.52,saas,0,0
disc_UD,disc,0,0,0,1,1,0,1,17,56,2,2439.74,travel,0,0
rupay_ru02,rupay,1,1,0,0,1,0,0,24,46,2,6776.35,healthcare,1,1
visa_11.2,visa,1,0,1,1,0,0,0,20,66,0,14250.2,travel,2,1
mc_4812,mc,1,1,1,1,1,0,1,18,93,0,39843.77,fintech,2,1
visa_10.1,visa,1,1,0,1,1,0,0,44,83,0,658.79,travel,2,1
visa_13.5,visa,0,0,1,0,0,0,0,6,97,0,2973.22,travel,2,1
rupay_ru02,rupay,0,1,0,1,0,0,0,7,20,0,102.57,travel,1,1
mc_4863,mc,1,1,0,1,1,0,0,17,45,0,18153.51,retail,0,1
rupay_1062,rupay,0,0,0,1,0,0,1,43,12,0,10779.82,retail,0,0
visa_13.6,visa,1,0,0,0,1,1,0,10,97,0,15584.01,retail,2,1
mc_4850,mc,1,1,1,1,0,0,0,14,10,1,779.93,saas,2,1
rupay_ru02,rupay,1,0,1,1,1,1,0,5,70,1,8398.86,ecommerce,1,0
visa_13.6,visa,0,1,1,1,1,0,0,30,83,3,692.95,saas,2,1
rupay_ru01,rupay,1,0,0,1,1,1,0,2,23,0,17906.66,saas,1,1
mc_4812,mc,1,1,1,0,0,0,0,6,76,0,3869.8,healthcare,2,1
